symbol,shortName,longName,marketCap,regularMarketPrice,currency,mcap_cr
RACLGEAR.NS,RACL GEARTECH LIMITED,RACL Geartech Limited,19967694848,1690.9,INR,1996.8
ARMANFIN.NS,ARMAN FIN SERV LTD,Arman Financial Services Limited,19954714624,1892.1,INR,1995.5
RAJESHEXPO.NS,RAJESH EXPORTS LTD,Rajesh Exports Limited,19850328064,67.23,INR,1985.0
BAJEL.NS,BAJEL PROJECTS LIMITED,Bajel Projects Limited,19854751744,171.61,INR,1985.5
DEEPA.NS,DEEPA JEWELLERS LIMITED,,19854473216,206.55,INR,1985.4
SIMPLEXINF.NS,SIMPLEX INFRASTRUCTURES L,Simplex Infrastructures Limited,19829202944,250.7,INR,1982.9
BFUTILITIE.NS,BF UTILITIES LIMITED,BF Utilities Limited,19711469568,523.3,INR,1971.1
SAGCEM.NS,SAGAR CEMENTS LIMITED,Sagar Cements Limited,19761674240,151.19,INR,1976.2
SPANDANA.NS,SPANDANA SPHOORTY FIN LTD,Spandana Sphoorty Financial Limited,19748882432,222.8,INR,1974.9
CANTABIL.NS,CANTABIL RETAIL LTD,Cantabil Retail India Limited,19690903552,235.43,INR,1969.1
GREENPANEL.NS,GREENPANEL INDUSTRIES LTD,Greenpanel Industries Limited,19729520640,160.89,INR,1973.0
EMSLIMITED.NS,EMS LIMITED,EMS Limited,19546845184,352.0,INR,1954.7
NIBE.NS,NIBE LIMITED,Nibe Limited,19507431424,1258.4,INR,1950.7
SHK.NS,S H KELKAR AND CO. LTD.,S H Kelkar and Company Limited,19428743168,140.36,INR,1942.9
TCIEXP.NS,TCI EXPRESS LIMITED,TCI Express Limited,19370092544,503.85,INR,1937.0
PARACABLES.NS,PARAMOUNT COMM LTD,Paramount Communications Limited,19339853824,59.1,INR,1934.0
HONDAPOWER.NS,HONDA I POWER PRODUCT LTD,Honda India Power Products Limited,19241406464,1897.0,INR,1924.1
VIDYAWIRES.NS,VIDYA WIRES LIMITED,Vidya Wires Limited,19248654336,90.5,INR,1924.9
TECHNOCRAF.NS,TECHNOCRAFT VENTURES LTD,Technocraft Ventures Limited,19238711296,485.75,INR,1923.9
MAHASTEEL.NS,MAHAMAYA STEEL INDS LTD,Mahamaya Steel Industries Limited,19228248064,1170.0,INR,1922.8
MSPL.NS,MSP STEEL & POWER LTD.,MSP Steel & Power Limited,19203072000,33.88,INR,1920.3
TIRUMALCHM.NS,THIRUMALAI CHEMICALS LTD,Thirumalai Chemicals Limited,19165478912,158.98,INR,1916.5
GENESYS.NS,GENESYS INTL CORPN LTD,Genesys International Corporation Limited,19076470784,285.3,INR,1907.6
BCG.NS,BRIGHTCOM GROUP LIMITED,Brightcom Group Limited,19034660864,9.43,INR,1903.5
GOCLCORP.NS,GOCL CORPORATION LIMITED,GOCL Corporation Limited,18911903744,381.5,INR,1891.2
INDIANHUME.NS,INDIAN HUME PIPE CO. LTD.,The Indian Hume Pipe Company Limited,18773147648,356.35,INR,1877.3
SYNCOMF.NS,SYNCOM FORMU (I) LTD,Syncom Formulations (India) Limited,18621399040,19.81,INR,1862.1
CAMLINFINE.NS,CAMLIN FINE SCIENCES LTD,Camlin Fine Sciences Limited,18475372544,96.18,INR,1847.5
SKYWAYS.NS,SKYWAYS AIR SERVICES LTD,,18529849344,127.49,INR,1853.0
SILVERTUC.NS,SILVER TOUCH TECHNO LTD,Silver Touch Technologies Limited,18488897536,145.8,INR,1848.9
BHARATRAS.NS,BHARAT RASAYAN LTD,Bharat Rasayan Limited,18314760192,1101.9,INR,1831.5
BGRENERGY.NS,BGR ENERGY SYSTEMS LTD,BGR Energy Systems Limited,18306666496,253.69,INR,1830.7
AWFIS.NS,AWFIS SPACE SOLUTIONS LTD,Awfis Space Solutions Limited,18334488576,256.2,INR,1833.4
SAKSOFT.NS,SAKSOFT LIMITED,Saksoft Limited,18225440768,141.8,INR,1822.5
IGPL.NS,I G PETROCHEMICALS LTD,I G Petrochemicals Limited,18198216704,590.95,INR,1819.8
HUHTAMAKI.NS,HUHTAMAKI INDIA LIMITED,Huhtamaki India Limited,18208339968,241.1,INR,1820.8
ONEPOINT.NS,ONE POINT ONE SOL LTD,One Point One Solutions Limited,18176817152,69.13,INR,1817.7
NGLFINE.NS,NGL FINE CHEM LIMITED,NGL Fine-Chem Limited,18039830528,2920.0,INR,1804.0
GRANDOAK.NS,GRAND OAK CANYONS DIST L,Grand Oak Canyons Distillery Limited,18026014720,34.74,INR,1802.6
TEAMLEASE.NS,TEAMLEASE SERVICES LTD.,TeamLease Services Limited,17954117632,1174.9,INR,1795.4
OAL.NS,ORIENTAL AROMATICS LTD,Oriental Aromatics Limited,17920528384,532.5,INR,1792.1
RGL.NS,RENAISSANCE GLOBAL LTD,Renaissance Global Limited,17885534208,166.52,INR,1788.6
SURAKSHA.NS,SURAKSHA DIAGNOSTIC LTD,Suraksha Diagnostic Limited,17868908544,343.1,INR,1786.9
KRSNAA.NS,KRSNAA DIAGNOSTICS LTD,Krsnaa Diagnostics Limited,17815318528,549.2,INR,1781.5
LAOPALA.NS,LA OPALA RG LIMITED,La Opala RG Limited,17788858368,160.26,INR,1778.9
NDRAUTO.NS,NDR AUTO COMPONENTS LTD,NDR Auto Components Limited,17772152832,745.0,INR,1777.2
SMCGLOBAL.NS,SMC GLOBAL SECURITIES LTD,SMC Global Securities Limited,17755025408,84.79,INR,1775.5
RICOAUTO.NS,RICO AUTO INDUSTRIES LTD,Rico Auto Industries Limited,17702041600,130.85,INR,1770.2
DCXINDIA.NS,DCX SYSTEMS LIMITED,DCX Systems Limited,17740515328,159.27,INR,1774.1
NUCLEUS.NS,NUCLEUS SOFTWARE EXPORTS,Nucleus Software Exports Limited,17701136384,672.4,INR,1770.1
TINNARUBR.NS,TINNA RUBBER AND INFR LTD,Tinna Rubber and Infrastructure Limited,17585178624,976.1,INR,1758.5
KROSS.NS,KROSS LIMITED,Kross Limited,17559166976,266.01,INR,1755.9
HPL.NS,HPL ELECTRIC & POWER LTD,HPL Electric & Power Limited,17541173248,272.8,INR,1754.1
VOEPL.NS,VIRTUOSO OPTOELECTRONIC L,Virtuoso Optoelectronics Limited,17536548864,512.0,INR,1753.7
HATHWAY.NS,HATHWAY CABLE & DATACOM,Hathway Cable and Datacom Limited,17435529216,9.85,INR,1743.6
TARSONS.NS,TARSONS PRODUCTS LIMITED,Tarsons Products Limited,17451659264,328.0,INR,1745.2
INSECTICID.NS,INSECTICIDES (I) LTD,Insecticides (India) Limited,17412145152,598.4,INR,1741.2
EIHAHOTELS.NS,EIH ASSOCIATED HOTELS LTD,EIH Associated Hotels Limited,17372938240,285.1,INR,1737.3
INDOKEM.NS,INDOKEM LTD.,Indokem Limited,17142910976,614.7,INR,1714.3
VIDHIING.NS,VIDHI SPCLTY F INGRDNTS L,Vidhi Specialty Food Ingredients Limited,17313433600,346.65,INR,1731.3
WENDT.NS,WENDT (INDIA) LIMITED,Wendt (India) Limited,17272999936,8636.5,INR,1727.3
HGS.NS,HINDUJA GLOBAL SOLS. LTD.,Hinduja Global Solutions Limited,17263677440,371.1,INR,1726.4
SCILAL.NS,SHIPPING CORP OF ILA LTD,Shipping Corporation of India Land and Assets Limited,17243879424,37.02,INR,1724.4
AYMSYNTEX.NS,AYM SYNTEX LIMITED,AYM Syntex Limited,17116092416,291.15,INR,1711.6
EPACK.NS,EPACK DURABLE LIMITED,EPACK Durable Limited,17137252352,178.0,INR,1713.7
AURUM.NS,AURUM PROPTECH LIMITED,Aurum PropTech Limited,17142097920,223.39,INR,1714.2
MMWL.NS,MEDIA MATRIX WORLDWIDE L,Media Matrix Worldwide Limited,17093081088,15.09,INR,1709.3
JINDRILL.NS,JINDAL DRILLING IND. LTD,Jindal Drilling & Industries Limited,17030746112,587.65,INR,1703.1
TAALTECH.NS,TAAL TECH LTD.,TAAL Tech Limited,16984064000,1090.0,INR,1698.4
PFS.NS,PTC INDIA FIN SERV LTD,PTC India Financial Services Limited,16962702336,26.41,INR,1696.3
FRONTSP.NS,FRONTIER SPRINGS LTD.,Frontier Springs Limited,16942292992,1433.9,INR,1694.2
MENONBE.NS,MENON BEARINGS LIMITED,Menon Bearings Limited,16921278464,301.95,INR,1692.1
BHAGERIA.NS,BHAGERIA INDUSTRIES LTD,Bhageria Industries Limited,16914300928,387.55,INR,1691.4
GOCOLORS.NS,GO FASHION INDIA LTD,Go Fashion (India) Limited,16764969984,318.75,INR,1676.5
RUBYMILLS.NS,THE RUBY MILLS LTD,The Ruby Mills Limited,16686560256,499.0,INR,1668.7
PAUSHAKLTD.NS,PAUSHAK LIMITED,Paushak Limited,16617526272,673.95,INR,1661.8
ACCELYA.NS,ACCELYA SOLN INDIA LTD,Accelya Solutions India Limited,16584567808,1111.1,INR,1658.5
BFINVEST.NS,BF INVESTMENT LIMITED,BF Investment Limited,16609541120,440.95,INR,1661.0
PNGSREVA.NS,PNGS REVA DIAMOND JEWEL L,PNGS Reva Diamond Jewellery Limited,16578263040,523.0,INR,1657.8
CNL.NS,CREATIVE NEWTECH LIMITED,Creative Newtech Limited,16479299584,1097.4,INR,1647.9
ASIANHOTNR.NS,ASIAN HOTELS (NORTH) LTD,Asian Hotels (North) Limited,16460689408,386.1,INR,1646.1
GRMOVER.NS,GRM OVERSEAS LIMITED,GRM Overseas Limited,16450415616,79.27,INR,1645.0
JAICORPLTD.NS,JAI CORP LIMITED,Jai Corp Limited,16455348224,93.76,INR,1645.5
ASTEC.NS,ASTEC LIFESCIENCES LTD,Astec LifeSciences Limited,16400840704,736.05,INR,1640.1
AHCL.NS,ANLON HEALTHCARE LIMITED,Anlon Healthcare Limited,16386608128,30.83,INR,1638.7
GOODYEAR.NS,GOODYEAR INDIA LIMITED,Goodyear India Limited,16331087872,708.0,INR,1633.1
GARUDA.NS,GARUDA CONSTRUCT N ENG L,Garuda Construction and Engineering Limited,16290678784,175.09,INR,1629.1
SHREEPUSHK.NS,SHRE PUSH CHEM & FERT LTD,Shree Pushkar Chemicals & Fertilisers Limited,16265859072,503.0,INR,1626.6
YATRA.NS,YATRA ONLINE LIMITED,Yatra Online Limited,16148245504,102.91,INR,1614.8
STUDDS.NS,STUDDS ACCESSORIES LTD,Studds Accessories Limited,16134893568,410.0,INR,1613.5
PVP.NS,PVP VENTURES LIMITED,PVP Ventures Limited,16129403904,61.94,INR,1612.9
KAPSTON.NS,KAPSTON SERVICES LIMITED,Kapston Services Limited,16110798848,529.4,INR,1611.1
CAPACITE.NS,CAPACITE INFRAPROJECT LTD,Capacit'e Infraprojects Limited,16030773248,189.48,INR,1603.1
ARDEE.NS,ARDEE INDUSTRIES LIMITED,Ardee Industries Limited,16024816640,50.84,INR,1602.5
ALLCARGO.NS,ALLCARGO LOGISTICS LTD,Allcargo Logistics Limited,15996273664,10.68,INR,1599.6
JAGSNPHARM.NS,JAGSONPAL PHARMACEUTICALS,Jagsonpal Pharmaceuticals Limited,15957738496,241.94,INR,1595.8
AVADHSUGAR.NS,AVADH SUG & ENERGY LTD,Avadh Sugar & Energy Limited,15944671232,796.5,INR,1594.5
DIFFNKG.NS,DIFFUSION ENGINEERS LTD,Diffusion Engineers Limited,15852912640,427.0,INR,1585.3
KOTIC.NS,KOTHARI INDUSTRIAL CORP L,Kothari Industrial Corporation Limited,15835993088,146.6,INR,1583.6
SERVOTECH.NS,SERVOTECH REN POW SYS LTD,Servotech Renewable Power System Limited,15800139776,69.96,INR,1580.0
XTRANET.NS,XTRANET TECHNOLOGIES LTD,Xtranet Technologies Limited,15756296192,301.35,INR,1575.6
MOBIKWIK.NS,ONE MOBIKWIK SYSTEMS LTD,One MobiKwik Systems Limited,15750170624,200.01,INR,1575.0
SHALBY.NS,SHALBY LIMITED,Shalby Limited,15674121216,145.78,INR,1567.4
IKIO.NS,IKIO TECHNOLOGIES LIMITED,IKIO Technologies Limited,15623839744,202.17,INR,1562.4
NITTAGELA.NS,NITTA GELATIN INDIA LTD.,Nitta Gelatin India Limited,15609800704,1719.3,INR,1561.0
SESHAPAPER.NS,SESHASAYEE PAPER & BOARDS,Seshasayee Paper and Boards Limited,15462415360,245.17,INR,1546.2
SURYODAY.NS,SURYODAY SMALL FIN BK LTD,Suryoday Small Finance Bank Limited,15413013504,145.0,INR,1541.3
RSL.NS,RAJPUTANA STAINLESS LTD,Rajputana Stainless Limited,15374777344,183.98,INR,1537.5
SUMMITSEC.NS,SUMMIT SECURITIES LTD,Summit Securities Limited,15358363648,1403.0,INR,1535.8
IPL.NS,INDIA PESTICIDES LIMITED,India Pesticides Limited,15369721856,133.46,INR,1537.0
PANORAMA.NS,PANORAMA STUDIOS INTL. L,Panorama Studios International Limited,15217886208,58.41,INR,1521.8
SDBL.NS,SOM DIST & BREW LTD,Som Distilleries & Breweries Limited,15282826240,73.51,INR,1528.3
DOLLAR.NS,DOLLAR INDUSTRIES LIMITED,Dollar Industries Limited,15253800960,268.95,INR,1525.4
MBECL.NS,MCNALLY BHARAT ENGIN CO L,McNally Bharat Engineering Company Limited,15213333504,456.4,INR,1521.3
MIIL.NS,MEGHNA INFRACON INFRA L,Meghna Infracon Infrastructure Limited,15203365888,699.85,INR,1520.3
YUKEN.NS,YUKEN INDIA LIMITED,Yuken India Limited,15202534400,1119.15,INR,1520.3
VIKRAN.NS,VIKRAN ENGINEERING LTD,Vikran Engineering Limited,15160009728,58.78,INR,1516.0
GCSL.NS,GRETEX CORPORATE SERVICES,Gretex Corporate Services Limited,15098750976,642.9,INR,1509.9
HITECH.NS,HI-TECH PIPES LIMITED,Hi-Tech Pipes Limited,14947852288,73.74,INR,1494.8
TEXINFRA.NS,TEXMACO INFRA & HOLDG LTD,Texmaco Infrastructure & Holdings Limited,15004481536,117.75,INR,1500.4
KPEL.NS,K.P. ENERGY LIMITED,K.P. Energy Limited,14942022656,220.39,INR,1494.2
ARFIN.NS,ARFIN INDIA LIMITED,Arfin India Limited,14935313408,88.52,INR,1493.5
MTNL.NS,MAHANAGAR TELEPHONE NIGAM,Mahanagar Telephone Nigam Limited,14931000320,23.7,INR,1493.1
KRISHNADEF.NS,KRISHNA DEF AND ALD IND L,Krishna Defence and Allied Industries Limited,14948321280,1001.0,INR,1494.8
JISLDVREQS.NS,JAIN DVR EQUITY SHARES,Jain Irrigation Systems Limited,14816908288,20.2,INR,1481.7
ASIANTILES.NS,ASIAN GRANITO IND. LTD.,Asian Granito India Limited,14897883136,50.25,INR,1489.8
TTKHLTCARE.NS,TTK HEALTHCARE LIMITED,TTK Healthcare Limited,14850979840,1051.0,INR,1485.1
DLINKINDIA.NS,D-LINK INDIA LTD,D-Link (India) Limited,14832150528,417.75,INR,1483.2
BLIL.NS,BALMER LAWRIE INVSTS. L,Balmer Lawrie Investments Limited,14814456832,66.74,INR,1481.4
MBEL.NS,M AND B ENGINEERING LTD,M & B Engineering Limited,14738891776,257.85,INR,1473.9
RIR.NS,RIR POWER ELECTRONICS L,Rir Power Electronics Limited,14716914688,184.95,INR,1471.7
MOL.NS,MEGHMANI ORGANICS LIMITED,Meghmani Organics Limited,14732422144,57.93,INR,1473.2
SIGNPOST.NS,SIGNPOST INDIA LIMITED,Signpost India Limited,14650645504,274.1,INR,1465.1
AMRUTANJAN.NS,AMRUTAJAN HEALTH LTD,Amrutanjan Health Care Limited,14642225152,506.65,INR,1464.2
CEINSYS.NS,CEINSYS TECH LIMITED,Ceinsys Tech Limited,14500376576,692.55,INR,1450.0
5PAISA.NS,5PAISA CAPITAL LIMITED,5paisa Capital Limited,14466938880,308.6,INR,1446.7
GPTINFRA.NS,GPT INFRAPROJECTS LTD,GPT Infraprojects Limited,14492755968,114.69,INR,1449.3
MODISONLTD.NS,MODISON LIMITED,Modison Limited,14485680128,446.4,INR,1448.6
CLSEL.NS,CHAMAN LAL SETIA EXP LTD,Chaman Lal Setia Exports Ltd.,14480101376,291.2,INR,1448.0
ANDHRAPAP.NS,ANDHRA PAPER LIMITED,Andhra Paper Limited,14476294144,72.8,INR,1447.6
MANALIPETC.NS,MANALI PETROCHEMICALS LT,Manali Petrochemicals Limited,14539095040,84.53,INR,1453.9
MCLOUD.NS,MAGELLANIC CLOUD LIMITED,Magellanic Cloud Limited,14426254336,24.49,INR,1442.6
GKSL.NS,GUJARAT KIDNEY N SUP SP L,Gujarat Kidney And Super Speciality Limited,14426667008,182.98,INR,1442.7
INDOBORAX.NS,INDO BORAX & CHEMICAL LTD,Indo Borax & Chemicals Limited,14365088768,447.65,INR,1436.5
GTLINFRA.NS,GTL INFRA.LTD,GTL Infrastructure Limited,14346541056,1.12,INR,1434.7
WALCHANNAG.NS,WALCHANDNAGAR INDUSTRIES,Walchandnagar Industries Limited,14302731264,210.63,INR,1430.3
STEELXIND.NS,STEEL EXCHANGE INDIA LTD,Steel Exchange India Limited,14285806592,11.2,INR,1428.6
HINDWAREAP.NS,HINDWARE HME INOVATON LTD,Hindware Home Innovation Limited,14249157632,170.35,INR,1424.9
BHAGYANGR.NS,BHAGYANAGAR INDIA LIMITED,Bhagyanagar India Limited,14210862080,424.25,INR,1421.1
DCW.NS,DCW LTD,DCW Limited,14182198272,48.05,INR,1418.2
AEROENTER.NS,AEROFLEX ENTERPRISES LTD,Aeroflex Enterprises Limited,14131945472,124.88,INR,1413.2
GALAPREC.NS,GALA PRECISION ENG LTD,Gala Precision Engineering Limited,14085004288,1099.0,INR,1408.5
AVTNPL.NS,AVT NATURAL PRODUCTS LTD,AVT Natural Products Limited,14058858496,92.32,INR,1405.9
IFGLEXPOR.NS,IFGL REFRACTORIES LIMITED,IFGL Refractories Limited,14061818880,195.09,INR,1406.2
UDS.NS,UPDATER SERVICES LIMITED,Updater Services Limited,13979892736,207.0,INR,1398.0
MANAKCOAT.NS,MAN COAT METAL & IND LTD,Manaksia Coated Metals & Industries Limited,13680080896,128.29,INR,1368.0
SUNSHINE.NS,SUNSHINE PICTURES LIMITED,Sunshine Pictures Limited,13650954240,438.25,INR,1365.1
JAGRAN.NS,JAGRAN PRAKASHAN LIMITED,Jagran Prakashan Limited,13646922752,62.7,INR,1364.7
BIL.NS,BHARTIYA INTERNATIONAL,Bhartiya International Ltd.,13603521536,1014.4,INR,1360.4
EXPLEOSOL.NS,EXPLEO SOLUTIONS LIMITED,Expleo Solutions Limited,13571235840,874.45,INR,1357.1
SPMLINFRA.NS,SPML INFRA LIMITED,SPML Infra Limited,13614614528,161.79,INR,1361.5
FERMENTA.NS,FERMENTA BIOTECH LTD.,Fermenta Biotech Limited,13532564480,472.0,INR,1353.3
SALSTEEL.NS,S.A.L. STEEL LTD.,S.A.L. Steel Limited,13535686656,93.5,INR,1353.6
IZMO.NS,IZMO LIMITED,IZMO Limited,13527979008,903.05,INR,1352.8
BHARATSE.NS,BHARAT SEATS LIMITED,Bharat Seats Limited,13453643776,214.23,INR,1345.4
AGL.NS,ALLCARGO GLOBAL LIMITED,Allcargo Global Limited,13444459520,13.68,INR,1344.4
PNBGILTS.NS,PNB GILTS LIMITED,PNB Gilts Ltd.,13410754560,74.5,INR,1341.1
SHANKESH.NS,SHANKESH JEWELLERS LTD,Shankesh Jewellers Limited,13381329920,91.01,INR,1338.1
ARROWGREEN.NS,ARROW GREENTECH LIMITED,Arrow Greentech Limited,13352824832,885.0,INR,1335.3
KOPRAN.NS,KOPRAN LTD,Kopran Limited,13320607744,275.64,INR,1332.1
GPTHEALTH.NS,GPT HEALTHCARE LIMITED,GPT Healthcare Limited,13274829824,161.78,INR,1327.5
BENARAS.NS,BENARES HOTELS LTD.,Benares Hotels Limited,13262600192,10202.0,INR,1326.3
IMPAL.NS,IND MOTOR PART & ACC LTD,India Motor Parts & Accessories Limited,13228800000,1060.0,INR,1322.9
IGARASHI.NS,IGARASHI MOTORS INDIA LTD,Igarashi Motors India Limited,13238405120,420.6,INR,1323.8
TGVSL.NS,T G V SRAAC LTD.,TGV SRAAC Limited,13232015360,123.56,INR,1323.2
NAVKARCORP.NS,NAVKAR CORPORATION LTD.,Navkar Corporation Limited,13211068416,87.77,INR,1321.1
SPIC.NS,SPIC LTD,Southern Petrochemical Industries Corporation Limited,13185712128,64.75,INR,1318.6
EIMCOELECO.NS,EIMCO ELECON (INDIA) LTD,Eimco Elecon (India) Limited,13178452992,2284.6,INR,1317.8
ANDREWYU.NS,ANDREW YULE & CO. LTD.,Andrew Yule & Company Limited,13152781312,26.9,INR,1315.3
GHCLTEXTIL.NS,GHCL TEXTILES LIMITED,GHCL Textiles Limited,13124883456,137.31,INR,1312.5
NINSYS.NS,NINTEC SYSTEMS LIMITED,NINtec Systems Limited,13119299584,706.25,INR,1311.9
ALLTIME.NS,ALL TIME PLASTICS LIMITED,All Time Plastics Limited,13088453632,199.8,INR,1308.8
PUNJABCHEM.NS,PUNJAB CHEM & CROP PROT L,Punjab Chemicals and Crop Protection Limited,12975843328,1058.2,INR,1297.6
MWL.NS,MANGALAM WORLDWIDE LTD,Mangalam Worldwide Limited,12961374208,43.64,INR,1296.1
ASALCBR.NS,ASSO ALCOHOLS & BREW LTD,Associated Alcohols & Breweries Limited,12930000896,643.95,INR,1293.0
GYFTR.NS,GYFTR LIMITED,Gyftr Limited,12962928640,168.77,INR,1296.3
DSSL.NS,DYNACONS SYS & SOLN LTD,Dynacons Systems & Solutions Limited,12902662144,1013.0,INR,1290.3
JAYBARMARU.NS,JAY BHARAT MARUTI LTD,Jay Bharat Maruti Limited,12881750016,119.0,INR,1288.2
CAPITALSFB.NS,CAPITAL SMALL FIN BANK L,Capital Small Finance Bank Limited,12862100480,282.9,INR,1286.2
FEDDERSHOL.NS,FEDDERS HOLDING LTD.,Fedders Holding Limited,12870480896,63.9,INR,1287.0
ANDHRSUGAR.NS,ANDHRA SUGARS LTD,The Andhra Sugars Limited,12821648384,94.6,INR,1282.2
UNIENTER.NS,UNIPHOS ENTERPRISES LTD,Uniphos Enterprises Limited,12726890496,91.5,INR,1272.7
GNRL.NS,GUJARAT NATURAL RES L,Gujarat Natural Resources Limited,12628399104,98.35,INR,1262.8
DEN.NS,DEN NETWORKS LTD,DEN Networks Limited,12572317696,26.37,INR,1257.2
PASHUPATI.NS,PASHUPATI COTSPIN LIMITED,Pashupati Cotspin Limited,12557750272,79.56,INR,1255.8
UGROCAP.NS,UGRO CAPITAL LIMITED,UGRO Capital Limited,12546152448,82.1,INR,1254.6
ONIXSOLAR.NS,ONIX SOLAR ENERGY LTD.,Onix Solar Energy Limited,12455829504,337.85,INR,1245.6
IRISDOREME.NS,IRIS CLOTHINGS LIMITED,Iris Clothings Limited,12424838144,65.28,INR,1242.5
ONIDA.NS,ONIDA ELECTRONICS LIMITED,Onida Electronics Limited,12405049344,33.57,INR,1240.5
ULTRAMAR.NS,ULTRAMARINE & PIGMENTS L,Ultramarine & Pigments Limited,12322400256,422.0,INR,1232.2
ATULAUTO.NS,ATUL AUTO LIMITED,Atul Auto Limited,12320181248,443.95,INR,1232.0
IVALUE.NS,IVALUE INFOSOLUTIONS LTD,iValue Infosolutions Limited,12319696896,225.51,INR,1232.0
EKC.NS,EVEREST KANTO CYLINDERLTD,Everest Kanto Cylinder Limited,12250834944,109.18,INR,1225.1
CENTENKA.NS,CENTURY ENKA LTD,Century Enka Limited,12241792000,560.25,INR,1224.2
NIITLTD.NS,NIIT LIMITED,NIIT Limited,12126686208,88.52,INR,1212.7
RHETAN.NS,RHETAN TMT LIMITED,Rhetan TMT Limited,12088594432,15.17,INR,1208.9
GODAVARIB.NS,GODAVARI BIOREFINERIES L,Godavari Biorefineries Limited,12086230016,236.17,INR,1208.6
SHRIRAMPPS.NS,SHRIRAM PROPERTIES LTD,Shriram Properties Limited,12048200704,70.6,INR,1204.8
BLKASHYAP.NS,B.L.KASHYAP & SON LTD,B.L. Kashyap and Sons Limited,12018211840,53.3,INR,1201.8
ROTO.NS,ROTO PUMPS LIMITED,Roto Pumps Limited,11986413568,63.45,INR,1198.6
ALICON.NS,ALICON CASTALLOY LIMITED,Alicon Castalloy Limited,11862178816,726.1,INR,1186.2
TNPETRO.NS,TAMILNADU PETROPRODUCTS L,Tamilnadu Petroproducts Limited,11898727424,132.25,INR,1189.9
ALLDIGI.NS,ALLDIGI TECH LIMITED,Alldigi Tech Limited,11809702912,775.0,INR,1181.0
RAJRILTD.NS,RAJ RAYON INDUSTRIES LTD,Raj Rayon Industries Limited,11796732928,20.95,INR,1179.7
DOLATALGO.NS,DOLAT ALGOTECH LIMITED,Dolat Algotech Limited,11790239744,66.99,INR,1179.0
LINCOLN.NS,LINCOLN PHARMA LTD,Lincoln Pharmaceuticals Limited,11784489984,588.35,INR,1178.4
EXCELINDUS.NS,EXCEL INDUSTRIES LTD,Excel Industries Limited,11697029120,930.5,INR,1169.7
COMSYN.NS,COMMERCIAL SYN BAGS LTD,Commercial Syn Bags Limited,11738706944,291.0,INR,1173.9
DIGITIDE.NS,DIGITIDE SOLUTIONS LTD,Digitide Solutions Limited,11673321472,78.25,INR,1167.3
HITECHGEAR.NS,THE HI-TECH GEARS LIMITED,The Hi-Tech Gears Limited,11637373952,618.35,INR,1163.7
TEMBO.NS,TEMBO GLOBAL IND LTD,Tembo Global Industries Limited,11611184128,59.99,INR,1161.1
AKCAPIT.NS,A K CAPITAL SERVICES LTD.,A. K. Capital Services Limited,11581020160,1754.7,INR,1158.1
DHANBANK.NS,DHANLAXMI BANK LIMITED,Dhanlaxmi Bank Limited,11572570112,29.32,INR,1157.3
PLATIND.NS,PLATINUM INDUSTRIES LTD,Platinum Industries Limited,11564432384,210.55,INR,1156.4
SOLARWORLD.NS,SOLARWORLD ENERGY SOL LTD,Solarworld Energy Solutions Limited,11552598016,133.29,INR,1155.3
MMP.NS,MMP INDUSTRIES LIMITED,MMP Industries Limited,11548027904,454.6,INR,1154.8
ARIS.NS,ARISINFRA SOLUTIONS LTD,Arisinfra Solutions Limited,11534568448,141.02,INR,1153.5
HMAAGRO.NS,HMA AGRO INDUSTRIES LTD,HMA Agro Industries Limited,11517704192,23.0,INR,1151.8
BAJAJHCARE.NS,BAJAJ HEALTHCARE LIMITED,Bajaj HealthCare Limited,11547150336,343.0,INR,1154.7
BALAJITELE.NS,BALAJI TELEFILMS LIMITED.,Balaji Telefilms Limited,11496604672,94.31,INR,1149.7
VALIANTORG.NS,VALIANT ORGANICS LIMITED,Valiant Organics Limited,11495591936,410.05,INR,1149.6
ELECTHERM.NS,ELECTROTHERM (I) LTD.,Electrotherm (India) Limited,11411189760,895.5,INR,1141.1
STEL.NS,STEL HOLDINGS LIMITED,STEL Holdings Limited,11381447680,616.7,INR,1138.1
KALAMANDIR.NS,SAI SILKS (KALAMANDIR) L,Sai Silks (Kalamandir) Limited,11370996736,77.17,INR,1137.1
ZSARACOM.NS,SARASWATI COMM (INDIA) L,Saraswati Commercial (India) Limited,11288058880,10300.0,INR,1128.8
NRAIL.NS,N R AGARWAL INDS LTD,N R Agarwal Industries Limited,11369609216,668.05,INR,1137.0
SUBEXLTD.NS,SUBEX LTD,Subex Limited,11357887488,20.47,INR,1135.8
BHARATWIRE.NS,BHARAT WIRE ROPES LTD.,Bharat Wire Ropes Limited,11314800640,164.5,INR,1131.5
SULA.NS,SULA VINEYARDS LIMITED,Sula Vineyards Limited,11310017536,133.93,INR,1131.0
KAMDHENU.NS,KAMDHENU LIMITED,Kamdhenu Limited,11261225984,39.95,INR,1126.1
PRECAM.NS,PRECISION CAMSHAFTS LTD.,Precision Camshafts Limited,11217826816,118.1,INR,1121.8
SIGACHI.NS,SIGACHI INDUSTRIES LTD,Sigachi Industries Limited,11187697664,29.25,INR,1118.8
NRL.NS,NUPUR RECYCLERS LIMITED,Nupur Recyclers Limited,11168455680,161.7,INR,1116.8
MATRIMONY.NS,MATRIMONY.COM LIMITED,Matrimony.com Limited,11080938496,536.0,INR,1108.1
